Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Annual Income,Months since last delinquent,Home Ownership,Term,Years in current job,Credit Default
6,20.2,1285460,99999999,112119,5641,933774,30,-0.193546938,-0.235664764,0.013849095,0
6,24.4,239404,95216,185877,12295,939740,40,0.180264064,-0.235664764,0.126700744,1
9,19.6,575124,167882,152988,7792,772749,19,0.180264064,-0.235664764,0.126700744,0
7,11.8,0,387970,0,9377,1396082,40,-0.193546938,0.583192905,0.013849095,0
19,12.7,650958,445984,312588,23688,1450823.239,36,-0.193546938,-0.235664764,0.013849095,1
6,8.9,382866,270248,116394,8428,1109936.097,45,-0.193546938,0.583192905,0.013849095,1
10,9.1,270996,165242,105089,8414,1274786,27,0.180264064,-0.235664764,0.013849095,1
8,13.6,308242,87934,207100,12238,664544,35,0.180264064,-0.235664764,0.126700744,1
5,15.6,116952,181984,78679,13160,1041784.089,1,0.180264064,-0.235664764,0.013849095,1
16,20.9,500478,99999999,111511,29993,1845698,30,-0.193546938,-0.235664764,0.126700744,0
9,7.7,210232,201278,108946,11184,1390705,19,-0.193546938,-0.235664764,0.013849095,0
6,15.9,207702,255882,16853,12561,638723,17,0.180264064,-0.235664764,0.013849095,1
12,13,660638,439956,89015,11836,1453536.219,27,-0.193546938,0.583192905,0.013849095,1
4,15,262856,96316,72637,2626,1149672.309,26,-0.193546938,-0.235664764,-0.1128066,0
10,14,352176,231748,238146,18876,783788,11,0.180264064,-0.235664764,-0.68396445,0
9,15.4,281292,429484,201875,11501,1465128,13,-0.193546938,-0.235664764,-0.1128066,0
11,14,456170,424226,320682,36851,4770425,4,-0.193546938,-0.235664764,-0.68396445,0
7,15,627022,262174,257222,5585,698155,13,0.180264064,-0.235664764,0.013849095,1
18,27.2,828146,521708,446291,22141,1723720.151,46,-0.193546938,0.583192905,0.126700744,0
17,13,360712,99999999,64182,2406,763838,30,0.092368046,-0.235664764,-0.1128066,0
14,40.3,758450,99999999,336680,24033,1008368,30,-0.193546938,-0.235664764,-0.68396445,0
29,9.8,562628,172040,98648,11134,612902,29,0.092368046,-0.235664764,0.013849095,0
16,10.2,423522,319330,209589,7485,670320,33,0.092368046,0.583192905,0.013849095,1
16,17,503910,60346,233263,8608,465310,29,0.092368046,-0.235664764,0.126700744,0
7,18.6,376948,199386,194674,11077,1193421.863,33,-0.193546938,-0.235664764,0.126700744,0
7,20.2,918060,99999999,440838,15122,2078657,30,-0.193546938,-0.235664764,0.013849095,0
11,15.4,824340,219472,229957,19925,1449073,58,-0.193546938,-0.235664764,0.126700744,0
11,16.9,448800,371382,158536,2484,1576924,7,-0.193546938,0.583192905,0.126700744,0
7,9.9,489874,268774,117610,16790,1547512,31,0.180264064,-0.235664764,-0.1128066,0
4,12.6,201784,161304,89566,12264,1288675,19,0.092368046,-0.235664764,-0.1128066,0
5,7.9,468996,107580,132050,5582,650370,37,0.180264064,-0.235664764,0.013849095,1
4,22.3,199474,221914,153159,6001,1247600.236,18,0.180264064,-0.235664764,0.013849095,0
7,34.4,1465442,99999999,816316,13632,898814,30,0.180264064,-0.235664764,-0.68396445,0
12,17.7,165814,124410,95950,23405,1006677,73,-0.193546938,-0.235664764,0.126700744,0
4,22.9,110462,196064,91485,11553,1057034.354,53,0.180264064,-0.235664764,0.126700744,1
11,13.7,231220,191224,37544,12082,960165,35,0.180264064,-0.235664764,0.013849095,0
16,21.6,532752,233948,259958,30809,2137025,10,0.180264064,-0.235664764,0.126700744,0
11,15.8,393184,223102,106628,9345,770716,29,0.180264064,-0.235664764,0.126700744,0
9,15.8,0,754842,0,29335,4190792,65,0.092368046,0.583192905,0.013849095,0
11,19.3,192632,179146,101479,12861,1056749.158,35,0.180264064,-0.235664764,-0.68396445,1
30,36.1,1297802,99999999,574997,46711,2802671,21,-0.193546938,-0.235664764,-0.68396445,0
9,31.9,326678,217690,152646,27057,1034037,48,-0.193546938,-0.235664764,-0.68396445,0
8,17.5,949410,99999999,586264,19456,2103376,53,0.180264064,-0.235664764,-0.68396445,0
6,11.3,526240,392986,295412,8994,678794,35,0.180264064,0.583192905,0.126700744,1
10,50,2998908,305448,2224786,58788,1428405.585,21,0.092368046,-0.235664764,-0.1128066,0
16,35.8,829708,403612,397689,25416,1446906.481,33,0.180264064,-0.235664764,0.126700744,0
15,21,416394,261646,181963,28523,1314270.848,19,-0.193546938,-0.235664764,0.013849095,0
11,20,426690,310618,245062,40620,2753898,21,0.180264064,0.583192905,0.126700744,0
10,20,1250392,268444,387676,19440,1448940,12,-0.193546938,-0.235664764,0.126700744,1
11,14.7,190806,99999999,124412,25486,1029743,7,-0.193546938,0.583192905,0.126700744,0
6,16.5,0,44682,0,5288,983820,23,0.180264064,-0.235664764,0.126700744,0
13,20.4,890714,718498,436164,30122,1728701.363,67,0.180264064,-0.235664764,0.013849095,1
16,13.5,1186130,99999999,154679,22376,1500088,30,0.180264064,-0.235664764,-0.68396445,0
7,14,296868,221496,150765,11637,1106084.199,42,0.180264064,0.583192905,0.126700744,1
5,17.5,92994,99999999,53390,12232,1146726,60,-0.193546938,-0.235664764,-0.1128066,0
3,22.5,0,86724,0,4999,1150151.179,35,-0.193546938,-0.235664764,0.013849095,0
7,9.9,235884,680416,143431,20086,1868460,33,0.180264064,-0.235664764,-0.68396445,0
8,11.3,294734,327294,127775,19190,1224873,7,-0.193546938,-0.235664764,0.013849095,0
17,20.7,221430,153538,148960,46742,2670963,28,0.180264064,-0.235664764,0.013849095,0
3,7.7,44748,267960,19836,10013,517902,30,0.180264064,-0.235664764,0.013849095,1
5,12.6,49126,99999999,1824,9535,441769,14,0.180264064,-0.235664764,0.126700744,0
6,11.2,319000,194238,147668,4373,468597,64,0.180264064,-0.235664764,0.126700744,0
15,18,568480,216172,189506,12250,1157499,25,0.092368046,-0.235664764,0.013849095,0
9,22.7,587532,220132,184699,13428,988589,18,0.092368046,-0.235664764,-0.68396445,0
4,14.1,76868,99999999,30400,1855,853043,18,0.180264064,-0.235664764,0.126700744,0
20,13.7,798534,250470,89661,26154,965675,58,0.180264064,0.583192905,-0.1128066,1
5,15.4,101156,40436,34770,6926,349220,38,0.180264064,-0.235664764,0.126700744,0
9,10,265364,173822,101992,22182,780596,29,0.092368046,-0.235664764,0.126700744,0
19,16.6,882200,216546,316958,17492,1239188.451,8,-0.193546938,-0.235664764,-0.1128066,0
8,9.5,239470,181170,156560,19219,1801751,45,0.180264064,-0.235664764,0.126700744,0
14,20.5,621104,218042,468293,31212,1253188.816,64,-0.193546938,-0.235664764,-0.1128066,0
2,17.9,4334,43318,3382,7392,897769,67,0.180264064,-0.235664764,0.013849095,0
9,26.6,1452000,329604,634524,10055,1428331.693,54,0.180264064,-0.235664764,0.126700744,0
14,19.6,555522,261514,307534,22962,1314270.848,25,-0.193546938,-0.235664764,-0.68396445,0
18,18.8,754336,128480,155040,7822,1044035.736,6,0.180264064,-0.235664764,0.013849095,1
17,17.1,592196,554136,323247,37621,1534631.213,48,0.092368046,0.583192905,0.013849095,1
9,17.1,764126,481910,440173,17421,1711349.875,79,-0.193546938,-0.235664764,0.126700744,0
15,9.6,57992,355014,31654,11797,1097402,16,0.180264064,0.583192905,0.013849095,1
13,9.4,416636,111342,176320,14337,605796,17,0.180264064,-0.235664764,0.013849095,1
19,17.2,1040864,130614,87191,20869,1186289.062,20,-0.193546938,-0.235664764,-0.68396445,0
11,20.9,292578,193424,146566,26166,1193903,33,-0.193546938,-0.235664764,0.126700744,0
15,28,722788,537086,493753,89789,4831700,23,-0.193546938,-0.235664764,0.013849095,1
4,7.8,95128,85954,67203,2905,254410,25,0.092368046,-0.235664764,0.126700744,1
22,22.9,606100,687588,48165,49239,1484584,8,-0.193546938,0.583192905,-0.1128066,1
12,13,826980,593736,208544,36605,1478979,34,-0.193546938,-0.235664764,0.126700744,0
15,19.4,880110,750838,478857,35098,1905257.729,14,-0.193546938,0.583192905,-0.1128066,0
8,25.5,360162,270116,12122,390,1419186,61,0.180264064,-0.235664764,0.126700744,0
13,27.6,1032042,489588,528561,16359,950190,19,0.092368046,0.583192905,0.126700744,1
6,8.2,259006,99999999,102676,7667,867996,30,0.180264064,-0.235664764,0.013849095,0
11,16.6,439384,162382,97907,10024,1308853,31,-0.193546938,-0.235664764,0.126700744,0
11,23,225412,223542,153786,27028,1158354,14,0.180264064,-0.235664764,0.013849095,0
9,19.7,537658,286220,336642,10215,775827,38,0.180264064,-0.235664764,-0.1128066,0
16,27.2,1277452,647636,240502,16977,1683685,9,0.180264064,-0.235664764,0.013849095,0
15,25.7,2301662,751058,916389,34183,1905257.729,5,-0.193546938,0.583192905,0.126700744,0
8,17,606408,326304,237253,10237,1653266,42,0.180264064,-0.235664764,0.126700744,0
18,17.9,591338,224224,203775,23181,1258712,77,-0.193546938,-0.235664764,0.126700744,0
14,11.8,356598,445764,292258,27050,1405164,19,0.180264064,0.583192905,-0.1128066,0
16,17.4,798578,285230,244834,17982,985340,33,0.180264064,-0.235664764,0.126700744,0
14,9.9,444642,110770,81415,7845,1196662.92,33,-0.193546938,-0.235664764,0.126700744,0
12,24,412852,325622,113734,17880,1968476,29,-0.193546938,-0.235664764,0.126700744,0
11,45.2,537680,559086,107730,6845,3785446,79,-0.193546938,0.583192905,0.013849095,0
11,18.6,421212,268730,196441,18228,1508524,8,-0.193546938,-0.235664764,-0.68396445,0
15,15.5,472670,256476,197163,21989,1203990.589,17,0.180264064,-0.235664764,0.126700744,1
19,15.2,564828,99999999,88293,18039,835772,6,0.180264064,0.583192905,-0.1128066,0
6,11.4,437162,395648,320549,17496,1328803,38,0.180264064,-0.235664764,0.126700744,0
7,13.5,418638,99999999,97983,13145,651833,30,0.092368046,-0.235664764,-0.1128066,0
9,27.4,301268,108152,83258,16875,1161685.304,23,-0.193546938,-0.235664764,0.013849095,0
17,12.3,615714,391930,185573,11734,1432094.007,21,0.180264064,-0.235664764,-0.1128066,0
14,15,1656380,518012,1008501,15535,1726150,30,-0.193546938,0.583192905,-0.1128066,0
6,16.2,95502,130196,66804,10354,955719,24,-0.193546938,-0.235664764,0.126700744,1
10,16.2,436524,131560,137598,8174,662739,24,0.092368046,-0.235664764,0.126700744,1
19,16.5,855580,433752,387201,26757,1672881.843,29,-0.193546938,0.583192905,0.126700744,0
6,15.8,456478,132968,250743,12288,1531248,31,0.180264064,-0.235664764,0.013849095,0
8,23.5,708862,110352,509352,11267,810084,33,0.180264064,-0.235664764,0.013849095,0
35,14.4,1305546,550044,623523,33854,1257724,18,-0.193546938,-0.235664764,0.126700744,1
6,17.6,163592,60830,74746,3546,175845,29,0.092368046,-0.235664764,-0.68396445,0
4,28.3,1588928,536800,1368,42,1712687.874,36,0.180264064,-0.235664764,0.126700744,0
16,16.6,187924,99999999,8113,24610,1140228,33,-0.193546938,-0.235664764,-0.1128066,0
8,28,594594,374176,256766,6370,1377272,28,0.180264064,0.583192905,0.126700744,1
8,13,449746,282348,321993,13883,679953,72,0.092368046,0.583192905,0.013849095,0
11,16.7,333630,117040,116128,8610,8200229,29,-0.193546938,-0.235664764,0.013849095,1
15,21.8,456874,399036,314469,11649,705964,78,-0.193546938,0.583192905,0.013849095,1
6,10.2,512204,194326,370690,18261,969627,36,0.180264064,-0.235664764,0.013849095,1
12,13.2,183216,158928,82289,30608,2173372,60,0.180264064,-0.235664764,0.126700744,0
19,19.6,784366,483186,412547,18493,1232910,52,0.180264064,0.583192905,0.126700744,1
5,15.2,253132,182776,120460,14296,779779,23,0.180264064,-0.235664764,0.126700744,0
3,13.5,319330,99999999,147269,16264,1267319,30,0.180264064,-0.235664764,0.126700744,0
9,24.9,491326,99999999,289826,14573,817152,30,0.180264064,-0.235664764,0.013849095,0
10,8,115698,204226,59660,14034,768968,38,-0.193546938,-0.235664764,0.013849095,0
23,15.1,519882,222992,267596,23327,1262108.464,28,-0.193546938,0.583192905,0.126700744,0
7,17,71852,62568,38342,6955,563901,71,0.092368046,-0.235664764,0.013849095,0
5,23.5,187110,99999999,59299,7521,1936841,45,-0.193546938,-0.235664764,0.126700744,0
9,17.4,654962,344740,454784,22292,2326075,81,-0.193546938,-0.235664764,-0.68396445,1
9,23.5,167728,282480,141664,17140,1557031,38,-0.193546938,0.583192905,0.013849095,1
12,15.3,2073698,333674,454898,15170,1767399,61,-0.193546938,-0.235664764,-0.1128066,0
23,20.5,1680514,662838,827260,34156,2289804,16,0.092368046,0.583192905,0.126700744,1
13,18.3,760518,290664,266665,16180,1326525.973,78,-0.193546938,-0.235664764,0.126700744,0
7,40.1,464706,763378,313044,47280,1686995.224,43,-0.193546938,0.583192905,-0.1128066,1
13,28.2,1748692,217228,984675,40242,1287101.79,19,0.180264064,-0.235664764,0.126700744,0
8,10,279290,223322,162089,21799,954693,33,-0.193546938,-0.235664764,0.013849095,0
7,10.5,345884,123530,77672,10281,581913,17,0.180264064,-0.235664764,0.013849095,1
9,24,851642,112046,547219,33728,1185267.066,32,-0.193546938,-0.235664764,-0.68396445,0
13,19,485276,99999999,347434,15922,1619199,70,-0.193546938,-0.235664764,0.013849095,0
11,18.7,671418,164340,46398,8314,1189284.797,69,-0.193546938,0.583192905,0.126700744,0
5,22.2,580888,130526,104842,3005,1186289.062,16,0.092368046,-0.235664764,0.126700744,0
10,22.4,385616,112068,300732,24793,1025924,18,0.180264064,-0.235664764,0.126700744,1
15,11.9,240284,170742,105222,13414,856197,28,0.180264064,-0.235664764,0.013849095,0
10,19.8,1724492,760452,579348,34339,1952746.835,50,0.180264064,-0.235664764,0.126700744,0
19,20,364452,258830,194826,8233,1331729.173,40,-0.193546938,-0.235664764,0.126700744,0
4,15.1,212520,134222,151962,4289,772844,61,0.180264064,0.583192905,0.126700744,1
16,23,337876,337986,223516,23843,1169858.159,1,-0.193546938,0.583192905,0.013849095,1
19,25.3,334862,279796,99769,8857,1293170.02,14,-0.193546938,-0.235664764,0.013849095,0
5,15.8,273746,179454,130986,9594,1356068,35,0.180264064,-0.235664764,0.126700744,0
12,10.1,277948,232474,98420,14107,745750,28,0.180264064,0.583192905,0.013849095,1
11,14.9,763488,418836,443764,22395,807025,8,-0.193546938,-0.235664764,0.126700744,0
17,42.7,1649186,247038,1025506,42663,2381175,62,-0.193546938,-0.235664764,0.126700744,0
14,11.2,613778,432124,285171,48143,1363876.513,19,0.180264064,0.583192905,0.013849095,1
10,22.4,854546,99999999,370481,17030,2124352,65,-0.193546938,-0.235664764,0.013849095,0
15,8.5,753610,630564,458850,16279,1220940,30,0.180264064,0.583192905,0.013849095,0
25,15.7,930754,326678,332785,20320,1429294.046,37,0.180264064,0.583192905,0.126700744,0
14,28.3,410696,430804,94715,31811,1674261,74,-0.193546938,0.583192905,0.126700744,1
13,13,457622,161018,161652,13180,930335,43,0.180264064,-0.235664764,0.013849095,0
13,12.4,971344,431508,239077,13789,1117998,35,0.180264064,-0.235664764,0.126700744,0
11,14,353606,73876,64752,11233,1150029.595,16,0.180264064,-0.235664764,0.013849095,0
13,19.1,796290,231550,282644,14004,730664,38,-0.193546938,-0.235664764,0.126700744,1
18,19.7,323400,151844,76817,20982,1218080.94,18,0.180264064,-0.235664764,0.013849095,0
10,18.8,238326,343376,182362,26686,982338,48,-0.193546938,0.583192905,-0.68396445,0
15,15,642158,174834,295602,22366,849357,35,0.180264064,-0.235664764,-0.1128066,1
23,21,1168376,99999999,208867,28485,2046832,30,-0.193546938,0.583192905,0.126700744,0
14,15.7,388542,434280,183901,13432,1712113.134,14,0.180264064,0.583192905,0.013849095,0
13,16.7,667744,99999999,27094,17682,884108,30,0.180264064,-0.235664764,0.126700744,0
8,19.6,719664,263318,430711,14628,1184422,24,0.180264064,-0.235664764,0.013849095,0
7,21.6,143726,207966,20729,18696,1089061,68,-0.193546938,-0.235664764,0.126700744,1
5,18.9,517594,336116,335274,7508,1176929.91,40,-0.193546938,-0.235664764,0.126700744,1
21,16,1103080,99999999,467761,27512,1284590,30,-0.193546938,-0.235664764,0.126700744,0
14,21.2,1253164,220154,165585,21390,1247992.353,49,0.092368046,-0.235664764,0.126700744,0
13,21.9,1062050,483362,513646,28677,1487222.642,43,-0.193546938,0.583192905,0.126700744,1
18,15.7,101156,111936,53390,2902,1207122.89,32,0.180264064,-0.235664764,0.126700744,0
13,10.8,711920,380358,303126,17874,1932300,21,-0.193546938,-0.235664764,0.126700744,0
7,17,136092,111584,50540,3662,231287,25,-0.193546938,-0.235664764,-0.68396445,0
12,27.4,830544,390214,284753,21977,764427,22,-0.193546938,0.583192905,0.013849095,1
3,9.9,143132,237886,122265,2359,410894,47,0.092368046,-0.235664764,0.013849095,1
17,16.2,791648,759000,422522,26844,1973772.608,23,-0.193546938,-0.235664764,0.126700744,0
10,16,1078176,591404,859446,33267,1544605.346,38,-0.193546938,-0.235664764,0.013849095,1
16,16.8,2216236,466972,809628,15796,2016508,39,-0.193546938,-0.235664764,0.126700744,0
14,19.2,182534,84590,84968,11663,1249573,25,0.180264064,-0.235664764,0.126700744,1
11,9.4,856196,547646,471770,24216,2270196,43,-0.193546938,0.583192905,-0.1128066,1
3,14.2,210606,310376,120783,7240,1447305.06,32,-0.193546938,-0.235664764,0.013849095,0
17,21.8,483318,260084,170715,9172,932767,27,-0.193546938,0.583192905,0.126700744,1
6,12.3,382844,456698,205656,9836,1063392,46,-0.193546938,-0.235664764,-0.1128066,0
14,18.8,513436,382316,223934,21263,1848966,40,0.180264064,-0.235664764,0.126700744,1
16,28.3,689832,458854,291935,15944,1520893.775,34,0.180264064,0.583192905,0.013849095,1
10,23.5,803924,222750,489478,51300,3847500,32,-0.193546938,-0.235664764,0.126700744,0
11,25,283954,131142,160873,21708,1415747,24,-0.193546938,-0.235664764,0.126700744,1
8,21,361768,215336,237139,13334,1339006,67,-0.193546938,-0.235664764,0.013849095,0
8,8.6,144408,132902,65607,9270,604599,31,0.180264064,-0.235664764,0.013849095,0
7,12.9,544632,516648,408747,23072,1896333,30,-0.193546938,0.583192905,-0.1128066,0
9,12.2,440528,335478,262124,32946,1313451,9,0.180264064,-0.235664764,-0.1128066,0
19,23.9,393316,107910,283974,31687,1242638,23,-0.193546938,-0.235664764,0.126700744,0
10,17.7,234586,225038,33421,19868,1471664,64,0.180264064,-0.235664764,0.126700744,1
13,20.9,958562,99999999,319561,13461,1313223,30,-0.193546938,0.583192905,0.126700744,0
16,32.5,1695232,555610,1023378,63100,2879070,47,0.092368046,-0.235664764,0.126700744,1
12,21.6,1328778,99999999,996094,19915,1731717,30,-0.193546938,-0.235664764,0.126700744,0
10,18.5,511720,134222,42864,3129,1255748,19,0.180264064,0.583192905,0.126700744,0
10,12.2,531806,112046,293493,11611,1185267.066,32,-0.193546938,-0.235664764,0.013849095,0
5,21.1,1008348,264704,845595,20671,2667182,68,-0.193546938,-0.235664764,0.126700744,0
20,18.1,1032922,785488,511157,44651,1841290,44,-0.193546938,0.583192905,0.126700744,1
11,17.6,288662,447524,221616,23673,1449377,6,-0.193546938,-0.235664764,0.126700744,0
9,10.8,782364,221540,470269,13232,822719,48,0.180264064,-0.235664764,0.013849095,0
12,15.8,789360,99999999,614232,36700,2191023,30,0.180264064,-0.235664764,0.013849095,0
12,19.7,705342,327536,377682,12587,848597,41,-0.193546938,-0.235664764,0.013849095,0
10,12.7,816706,418242,563578,28446,1197722,37,-0.193546938,0.583192905,0.013849095,1
6,12,433180,228778,144039,15704,578075,9,0.092368046,0.583192905,0.013849095,0
11,17.5,646140,99999999,452010,59659,4338859,57,-0.193546938,0.583192905,-0.1128066,0
8,31.6,318494,116908,106172,14723,785232,41,-0.193546938,-0.235664764,-0.1128066,1
7,12,453772,258016,300979,12751,1485496,59,0.180264064,-0.235664764,0.126700744,0
5,14,372724,260194,223402,8488,917586,10,-0.193546938,-0.235664764,0.126700744,0
10,25.5,657118,764544,300789,17686,1697859,31,-0.193546938,0.583192905,0.013849095,0
14,13.7,776182,54164,215840,46867,1683837,16,-0.193546938,-0.235664764,0.013849095,0
13,32.3,428186,329538,341696,46618,1428331.693,18,-0.193546938,-0.235664764,0.126700744,0
9,27,228624,754446,81149,17732,1712198.21,8,-0.193546938,-0.235664764,-0.1128066,1
12,18.3,874940,310376,377815,18716,1447305.06,26,0.180264064,0.583192905,0.013849095,0
13,7,587994,63668,369683,16775,914964,39,-0.193546938,-0.235664764,-0.1128066,1
10,16.9,558690,299024,155838,7727,707788,50,-0.193546938,0.583192905,0.126700744,0
9,33.5,701206,445632,344584,12206,877059,12,0.180264064,0.583192905,0.126700744,1
7,19.4,1086646,463276,228988,3116,1005100,15,0.180264064,-0.235664764,0.126700744,0
7,10.5,165198,154000,80465,9648,1201800.979,29,0.092368046,-0.235664764,0.126700744,0
10,27.2,422862,619564,126350,5157,1782219.131,76,0.180264064,0.583192905,0.126700744,0
11,24.5,1820940,778712,1004910,25724,2593994,22,-0.193546938,0.583192905,-0.1128066,0
27,14.4,683210,357412,329251,38511,2276523,43,0.180264064,0.583192905,0.013849095,1
5,20.6,103906,65010,32756,5839,449122,57,0.180264064,-0.235664764,0.013849095,0
19,30.3,1591370,386738,666577,24660,852777,21,0.180264064,-0.235664764,0.126700744,0
6,10.8,472758,237468,255588,6828,1284210,30,-0.193546938,-0.235664764,0.013849095,0
4,43.4,434808,312400,209912,17279,1097060,28,-0.193546938,-0.235664764,0.126700744,0
8,17,505340,119878,173261,5873,847058,46,-0.193546938,-0.235664764,0.126700744,0
9,11.9,831424,157256,689320,29977,1746252,22,-0.193546938,-0.235664764,-0.1128066,0
16,20.4,1028478,392282,645734,16318,959899,58,-0.193546938,0.583192905,0.126700744,0
13,9.5,800536,214896,319409,18022,1064798.479,44,0.180264064,-0.235664764,0.013849095,1
11,15,238106,202356,75677,3728,1009736,16,-0.193546938,-0.235664764,0.013849095,0
11,18.6,382140,365970,262048,11747,839097,16,0.180264064,-0.235664764,0.126700744,0
8,11.9,261976,105666,160873,6296,1164748.651,13,0.180264064,-0.235664764,0.013849095,0
15,33.3,601920,263472,315552,10682,1232530,33,0.180264064,-0.235664764,0.126700744,0
4,31,174416,219142,87362,1893,1402485,9,0.180264064,-0.235664764,-0.1128066,1
6,22.7,343024,218284,142500,9639,980286,37,0.180264064,-0.235664764,0.126700744,0
14,16.9,471812,600600,204554,32372,1667250,26,0.180264064,-0.235664764,0.126700744,0
4,12.6,85822,108944,59356,1464,836342,51,0.180264064,-0.235664764,0.013849095,1
5,22.5,133364,59114,55290,8977,936700,29,0.180264064,-0.235664764,0.013849095,0
5,18.2,291478,99999999,238393,19292,1057122,30,0.180264064,-0.235664764,0.126700744,0
6,17.2,506154,99999999,47215,9523,1407330,30,0.092368046,-0.235664764,-0.68396445,0
11,16.7,272866,64988,118769,22224,1010192,41,-0.193546938,-0.235664764,0.126700744,0
10,20.3,481580,405416,173432,27030,2820569,77,0.180264064,-0.235664764,0.126700744,0
7,18.6,728552,239778,586416,21284,862866,22,0.092368046,-0.235664764,0.126700744,1
8,27.7,486750,99999999,209342,16909,1186588,40,-0.193546938,-0.235664764,-0.68396445,0
12,19.4,593516,263076,230147,8071,733723,32,0.180264064,-0.235664764,0.126700744,1
9,16.6,255288,180268,166022,15346,1237184.952,45,-0.193546938,-0.235664764,-0.1128066,0
9,15.4,517044,176880,150936,9834,572850,36,-0.193546938,-0.235664764,0.126700744,0
3,17.6,397122,107932,135812,8612,447374,23,0.092368046,0.583192905,0.126700744,0
4,19.3,827728,326766,640490,18441,1158620,37,0.180264064,-0.235664764,-0.1128066,0
8,12.5,530596,508024,127395,23654,2289120,39,-0.193546938,0.583192905,-0.1128066,0
11,33.6,441760,280016,101099,25511,2250949,18,0.180264064,0.583192905,0.126700744,1
14,15.6,1060554,765006,403921,16202,3775300,31,-0.193546938,-0.235664764,0.013849095,0
14,26,440968,99999999,190038,12907,1746157,27,0.180264064,0.583192905,-0.1128066,0
16,23.4,713614,131208,301986,31107,1053991.842,24,-0.193546938,-0.235664764,0.126700744,1
9,34.4,156970,107646,92587,6639,796670,34,0.180264064,-0.235664764,-0.68396445,0
12,16.6,1270016,99999999,375117,15888,2092831,30,-0.193546938,-0.235664764,0.013849095,0
9,22.5,509102,231484,136743,27976,1084835.645,71,-0.193546938,-0.235664764,0.126700744,1
5,12.7,159236,174592,37126,9848,621984,33,0.180264064,-0.235664764,0.013849095,0
6,40.5,1079562,195822,659186,34228,1259947,45,-0.193546938,-0.235664764,0.126700744,1
11,15.9,397078,112178,241775,17592,1088168,52,-0.193546938,-0.235664764,-0.1128066,0
9,18,352396,44880,267824,8865,1154421.465,22,-0.193546938,-0.235664764,-0.68396445,0
4,8.7,671726,516494,531962,11268,1393935,29,-0.193546938,0.583192905,0.013849095,0
9,18.8,678942,445236,361779,13330,1249706,17,-0.193546938,-0.235664764,0.013849095,0
9,14.4,212102,67650,92872,4429,1402200,11,-0.193546938,-0.235664764,0.013849095,0
12,13,282106,140162,130112,18276,1713382,4,0.180264064,-0.235664764,0.126700744,1
15,29.3,1291510,222816,809780,36302,1885826,14,-0.193546938,0.583192905,-0.1128066,0
20,17.5,802516,246510,379810,25237,1374099,36,-0.193546938,-0.235664764,0.013849095,0
4,11.8,99242,66154,171,3087,952280,19,0.180264064,-0.235664764,0.126700744,0
17,15,1192158,788942,560101,20765,2016127.828,39,-0.193546938,0.583192905,-0.1128066,0
10,15.1,220660,331518,23256,23096,1417182.058,5,-0.193546938,0.583192905,-0.68396445,0
9,14.8,146960,613470,46968,21950,1734362.462,35,-0.193546938,0.583192905,0.013849095,1
16,16.7,786280,337986,516097,19178,1050833,31,-0.193546938,0.583192905,0.126700744,0
4,12.4,331254,353474,137598,9222,763192,35,0.180264064,0.583192905,0.126700744,0
11,20.5,576620,267388,283860,10319,1058376,65,-0.193546938,-0.235664764,-0.1128066,0
5,11,413908,117040,8227,9978,1069035,20,0.180264064,-0.235664764,-0.1128066,0
17,15.9,1822436,626538,955358,36436,2415622,66,0.180264064,-0.235664764,0.126700744,0
6,20.5,592966,508024,446044,12436,1058376,28,0.180264064,-0.235664764,-0.1128066,0
13,8.9,165704,107646,97185,1896,855209,33,0.180264064,-0.235664764,0.013849095,0
17,9.5,464244,172634,223725,13565,820040,42,0.180264064,-0.235664764,-0.1128066,0
10,18.7,870914,77352,501695,26658,1870759,23,-0.193546938,-0.235664764,0.126700744,0
5,51.5,485672,614614,416518,16541,1705235.511,14,0.180264064,0.583192905,0.126700744,1
21,15.1,285010,212168,219070,15003,1058881.842,37,0.180264064,-0.235664764,-0.1128066,1
9,14,1095886,216546,236607,14550,2244204,18,-0.193546938,-0.235664764,0.126700744,0
9,17.1,319110,220264,158194,18113,1103330,43,-0.193546938,-0.235664764,0.126700744,0
11,12.5,737330,86240,545718,25386,2513453,39,0.180264064,-0.235664764,-0.1128066,0
7,26.5,1080552,176462,171703,14224,1202168.536,20,-0.193546938,-0.235664764,0.126700744,0
19,30.5,957132,334620,364534,29737,1888068,5,-0.193546938,-0.235664764,0.126700744,0
13,20.1,468336,441936,238640,49347,2767122,50,0.180264064,-0.235664764,0.126700744,0
19,14.5,1305392,616242,446443,56194,1687218.369,14,0.180264064,0.583192905,0.126700744,1
10,9.4,402798,196130,72713,12508,470535,29,0.180264064,-0.235664764,0.013849095,0
17,19.9,799568,99999999,422617,27658,1603372,20,-0.193546938,-0.235664764,0.126700744,0
14,17.5,475640,330110,291251,17905,1805551,59,-0.193546938,-0.235664764,-0.1128066,0
7,10.9,301224,193688,116546,3821,760380,50,-0.193546938,-0.235664764,0.126700744,0
9,28.5,767184,99999999,590368,22034,1436970,36,0.092368046,-0.235664764,-0.68396445,0
7,22.9,367598,770858,292087,35731,1940128,24,-0.193546938,0.583192905,0.126700744,1
12,32,166100,110660,77026,36794,3153810,6,0.180264064,-0.235664764,0.126700744,0
